,Location,Total Land Area (acres),Number of Cows,Farm Size,Quantity (liters/kg),Price per Unit,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
2165,Uttar Pradesh,977.8,84,Medium,993.43,41.67,70,40.87,2860.9,Online,923,64.24,58.4
2166,Jharkhand,654.89,88,Small,334.18,32.67,180,31.49,5668.2,Online,154,20.01,197.44
2167,Gujarat,361.5,58,Small,556.91,33.73,10,34.01,340.1,Retail,546,64.06,104.34
2168,Delhi,341.71,21,Large,866.16,20.1,463,19.39,8977.57,Wholesale,403,15.72,134.92
2169,Karnataka,27.87,41,Medium,92.28,84.3,78,82.15,6407.7,Online,14,71.96,119.98
2170,Telangana,41.79,61,Small,522.77,40.9,282,37.79,10656.78,Online,240,34.96,142.09
2171,Kerala,142.14,46,Large,461.13,20.09,201,23.26,4675.26,Wholesale,260,47.42,115.3
2172,Delhi,360.64,52,Large,225.19,10.77,8,6.95,55.6,Online,217,84.0,148.54
2173,Haryana,560.01,61,Small,336.37,15.78,37,20.03,741.11,Retail,299,64.51,27.71
2174,Telangana,654.94,77,Medium,911.65,13.88,62,15.42,956.04,Online,849,96.09,51.49
2175,Tamil Nadu,174.56,18,Small,26.78,70.44,24,70.83,1699.92,Online,2,63.67,54.95
2176,Chandigarh,221.13,58,Small,494.79,75.31,319,72.18,23025.42,Wholesale,175,40.11,135.16
2177,Jharkhand,720.23,36,Medium,227.16,45.53,208,44.24,9201.92,Online,19,28.02,53.76
2178,Bihar,654.81,32,Small,728.55,11.2,131,11.82,1548.42,Wholesale,597,76.76,26.51
2179,Madhya Pradesh,302.46,77,Large,870.32,29.24,448,32.49,14555.52,Wholesale,422,36.41,168.17
2180,Chandigarh,550.38,50,Small,317.33,51.0,143,46.19,6605.17,Online,174,21.27,70.86
2181,West Bengal,293.77,31,Medium,946.42,12.66,862,15.52,13378.24,Wholesale,84,60.01,67.53
2182,Gujarat,586.29,84,Large,345.37,90.63,153,91.51,14001.03,Online,192,99.31,173.95
2183,Tamil Nadu,618.77,26,Large,892.25,33.18,230,31.06,7143.8,Retail,662,79.27,185.2
2184,Karnataka,239.86,15,Small,85.88,29.46,72,27.4,1972.8,Retail,13,95.81,146.74
2185,Madhya Pradesh,603.3,25,Medium,379.96,68.14,139,71.59,9951.01,Online,240,87.45,99.43
2186,Tamil Nadu,41.78,90,Small,753.06,97.09,58,96.18,5578.44,Retail,695,54.81,23.76
2187,Gujarat,538.58,76,Large,509.7,50.87,74,48.99,3625.26,Wholesale,435,41.44,92.42
2188,Chandigarh,337.7,47,Large,884.96,58.57,728,59.05,42988.4,Retail,156,56.4,185.61
2189,Telangana,889.47,45,Small,271.56,89.95,73,94.26,6880.98,Wholesale,198,53.71,190.92
2190,Chandigarh,738.43,69,Small,818.21,72.36,299,67.78,20266.22,Online,519,33.37,154.27
2191,Uttar Pradesh,613.54,47,Small,549.06,55.63,502,52.04,26124.08,Wholesale,47,12.31,41.76
2192,Madhya Pradesh,553.21,68,Small,913.81,96.21,244,98.05,23924.2,Wholesale,669,32.93,170.94
2193,West Bengal,835.48,29,Medium,836.96,14.98,80,17.36,1388.8,Wholesale,756,17.28,124.65
2194,Rajasthan,246.06,54,Medium,811.97,12.22,388,12.22,4741.36,Retail,423,89.94,166.38
2195,Uttar Pradesh,393.92,38,Medium,502.46,62.03,251,64.34,16149.34,Wholesale,251,72.61,32.41
2196,Gujarat,952.67,63,Large,908.35,11.04,199,14.65,2915.35,Wholesale,709,82.72,149.14
2197,Madhya Pradesh,681.32,15,Small,628.72,74.3,302,74.6,22529.2,Online,326,97.54,192.15
2198,Madhya Pradesh,947.33,82,Large,673.22,21.87,325,23.67,7692.75,Online,348,18.96,148.94
2199,Gujarat,403.47,86,Medium,96.73,93.41,41,97.36,3991.76,Retail,55,59.83,84.9
2200,Bihar,911.08,14,Medium,312.43,46.94,5,45.87,229.35,Online,307,92.79,82.66
2201,Tamil Nadu,345.39,61,Large,395.11,14.21,322,10.72,3451.84,Wholesale,73,86.59,98.34
2202,Karnataka,620.6,62,Large,109.52,13.6,42,8.84,371.28,Online,67,20.7,42.63
2203,Madhya Pradesh,882.8,52,Medium,706.76,28.84,310,28.51,8838.1,Retail,396,76.64,77.17
2204,Maharashtra,285.44,18,Medium,907.45,46.82,552,51.13,28223.76,Retail,355,29.32,53.63
2205,Delhi,454.56,74,Small,476.45,53.37,302,54.16,16356.32,Online,174,63.86,106.19
2206,Tamil Nadu,786.45,18,Small,921.67,91.29,274,91.69,25123.06,Retail,647,15.88,177.76
2207,Kerala,529.98,62,Large,250.94,44.67,144,43.76,6301.44,Wholesale,106,61.28,133.07
2208,Chandigarh,284.91,13,Large,181.24,92.26,90,95.74,8616.6,Retail,91,63.87,31.72
2209,Tamil Nadu,939.4,26,Large,939.68,42.34,777,44.26,34390.02,Wholesale,162,86.68,63.48
2210,Telangana,240.29,28,Small,162.9,31.17,92,28.74,2644.08,Online,70,51.82,25.01
2211,Jharkhand,992.95,84,Small,661.21,16.94,115,14.06,1616.9,Wholesale,546,28.33,170.9
2212,Rajasthan,801.41,66,Large,239.74,14.71,106,17.21,1824.26,Online,133,32.6,24.4
2213,Uttar Pradesh,953.33,33,Medium,1.58,46.39,1,48.12,48.12,Retail,0,85.53,173.2
2214,Kerala,663.52,35,Large,718.71,94.86,131,90.14,11808.34,Retail,587,47.86,98.88
2215,Tamil Nadu,779.67,37,Large,864.53,55.28,611,58.33,35639.63,Online,253,64.99,34.11
2216,Rajasthan,268.91,90,Medium,170.53,46.3,96,50.75,4872.0,Retail,74,86.5,21.95
2217,Telangana,442.84,54,Small,437.14,44.8,49,46.58,2282.42,Retail,388,60.56,50.46
2218,Maharashtra,123.11,94,Small,580.88,78.16,190,76.33,14502.7,Wholesale,390,87.82,194.6
2219,Bihar,219.74,25,Large,478.35,89.4,52,86.44,4494.88,Wholesale,426,15.36,86.12
2220,Telangana,228.08,71,Small,697.01,87.06,312,87.34,27250.08,Retail,385,95.46,32.82
2221,Maharashtra,221.51,21,Medium,768.5,16.24,652,12.22,7967.44,Wholesale,116,22.65,169.41
2222,Chandigarh,777.72,61,Medium,609.29,55.09,578,57.88,33454.64,Online,31,56.6,143.0
2223,Haryana,896.34,50,Medium,82.1,78.91,68,74.7,5079.6,Retail,14,11.32,172.14
2224,Karnataka,426.68,65,Small,879.54,92.99,101,88.75,8963.75,Wholesale,778,25.39,129.6
2225,Telangana,286.42,56,Medium,337.03,94.48,247,95.21,23516.87,Online,90,68.02,66.26
2226,Chandigarh,414.48,69,Small,235.09,87.57,116,87.86,10191.76,Online,119,58.64,103.93
2227,Delhi,229.21,54,Small,200.02,62.76,198,61.84,12244.32,Retail,2,46.37,65.84
2228,Telangana,299.75,82,Large,803.57,51.08,205,51.67,10592.35,Wholesale,598,79.57,20.04
2229,Gujarat,262.38,93,Small,377.18,17.08,41,21.89,897.49,Wholesale,336,72.82,25.6
2230,West Bengal,134.28,43,Large,740.8,53.67,619,50.19,31067.61,Retail,121,92.14,175.28
2231,Tamil Nadu,821.24,23,Large,678.68,58.51,139,60.62,8426.18,Wholesale,539,55.24,179.61
2232,Gujarat,589.9,18,Medium,959.51,24.14,176,27.26,4797.76,Wholesale,783,77.48,28.11
2233,Chandigarh,909.94,56,Small,999.16,69.22,756,64.33,48633.48,Retail,243,67.64,70.05
2234,Madhya Pradesh,186.24,46,Small,941.86,36.5,146,41.46,6053.16,Wholesale,795,42.72,94.55
2235,Karnataka,970.72,25,Medium,30.51,21.86,15,17.19,257.85,Retail,15,30.86,191.85
2236,Gujarat,864.93,40,Medium,301.07,16.11,226,18.92,4275.92,Wholesale,75,13.22,136.19
2237,Maharashtra,238.36,93,Medium,791.47,59.12,111,63.44,7041.84,Wholesale,680,87.33,73.75
2238,Kerala,109.94,26,Small,3.23,29.0,1,27.58,27.58,Wholesale,2,83.75,101.68
2239,Telangana,623.93,74,Large,885.52,57.83,766,54.52,41762.32,Retail,119,43.11,184.39
2240,Delhi,809.45,34,Large,330.91,78.3,160,77.07,12331.2,Retail,170,89.61,44.21
2241,Bihar,161.43,82,Large,394.31,64.5,159,62.58,9950.22,Wholesale,235,77.47,188.03
2242,Madhya Pradesh,827.61,94,Small,608.88,54.68,531,52.27,27755.37,Wholesale,77,78.67,181.35
2243,Jharkhand,234.73,98,Large,443.55,97.56,223,99.25,22132.75,Wholesale,220,23.21,35.16
2244,Jharkhand,765.34,94,Large,198.63,12.12,55,8.79,483.45,Wholesale,143,19.8,173.6
2245,Delhi,835.74,97,Large,952.72,81.84,786,84.13,66126.18,Wholesale,166,48.97,182.15
2246,Gujarat,144.64,67,Medium,434.19,73.96,163,78.69,12826.47,Retail,271,26.92,116.72
2247,Uttar Pradesh,874.36,44,Large,275.61,63.99,210,63.07,13244.7,Wholesale,65,84.5,105.58
2248,Chandigarh,890.62,95,Medium,12.5,92.08,10,92.69,926.9,Online,2,81.74,69.29
2249,Haryana,396.02,90,Small,979.36,63.55,282,59.29,16719.78,Retail,697,16.67,151.22
2250,Kerala,957.18,36,Small,322.41,64.62,14,61.98,867.72,Wholesale,308,92.48,149.61
2251,Chandigarh,865.66,100,Medium,63.26,38.64,3,43.26,129.78,Retail,60,37.78,20.38
2252,Kerala,711.08,42,Large,750.75,87.9,331,87.74,29041.94,Retail,419,84.92,124.7
2253,Bihar,22.83,72,Small,991.29,39.3,464,35.48,16462.72,Wholesale,527,15.79,78.58
2254,Telangana,19.53,94,Small,920.46,60.35,572,55.76,31894.72,Online,348,89.48,142.89
2255,Gujarat,587.38,98,Medium,232.85,82.4,123,81.0,9963.0,Online,109,95.07,192.52
2256,Chandigarh,152.0,79,Medium,520.48,40.69,230,45.34,10428.2,Online,290,33.57,40.3
2257,Chandigarh,947.36,58,Medium,79.36,70.96,20,69.12,1382.4,Wholesale,59,95.02,71.66
2258,Haryana,729.65,87,Large,125.31,35.16,115,33.08,3804.2,Wholesale,10,68.79,143.09
2259,Kerala,311.03,68,Small,386.63,70.41,217,75.2,16318.4,Wholesale,169,25.66,44.34
2260,Kerala,557.52,49,Small,85.73,15.04,74,19.8,1465.2,Retail,11,63.94,78.48
2261,Chandigarh,477.31,61,Small,485.54,40.47,297,35.64,10585.08,Wholesale,188,91.08,83.95
2262,Madhya Pradesh,919.63,13,Medium,497.43,81.02,175,76.45,13378.75,Retail,322,60.78,29.55
2263,Telangana,43.65,21,Large,735.54,93.12,388,90.83,35242.04,Retail,347,11.09,156.44
2264,Jharkhand,245.89,94,Large,611.18,81.77,86,86.06,7401.16,Wholesale,525,91.35,190.37
2265,Kerala,482.75,74,Large,677.95,16.13,473,14.21,6721.33,Online,204,43.2,32.12
2266,Rajasthan,802.68,48,Small,936.12,61.5,157,59.44,9332.08,Retail,779,65.92,153.37
2267,Haryana,474.83,68,Medium,552.22,72.17,546,67.39,36794.94,Online,6,42.19,136.22
2268,Rajasthan,519.91,26,Medium,828.56,60.13,477,63.42,30251.34,Wholesale,351,64.11,64.56
2269,Chandigarh,227.03,58,Medium,474.75,17.25,227,17.22,3908.94,Online,247,23.33,191.3
2270,Uttar Pradesh,940.06,37,Medium,393.46,65.37,4,69.37,277.48,Wholesale,389,84.18,128.32
2271,Chandigarh,960.88,90,Large,508.65,92.9,456,89.34,40739.04,Wholesale,52,82.56,71.02
2272,Bihar,887.07,78,Large,685.96,65.22,639,65.68,41969.52,Online,46,52.73,172.32
2273,Madhya Pradesh,829.54,46,Medium,791.43,83.3,538,80.55,43335.9,Wholesale,253,66.42,59.81
2274,Bihar,56.34,52,Medium,895.66,94.77,408,97.51,39784.08,Wholesale,487,51.07,77.36
2275,Bihar,627.25,28,Small,759.06,48.25,125,49.08,6135.0,Retail,634,63.35,118.3
2276,Delhi,598.18,47,Large,372.64,57.47,46,53.01,2438.46,Wholesale,326,58.39,181.38
2277,Jharkhand,463.98,63,Small,950.47,84.15,945,88.82,83934.9,Retail,5,81.01,94.86
2278,Delhi,27.86,78,Large,844.86,72.85,501,68.68,34408.68,Retail,343,97.48,25.58
2279,Uttar Pradesh,967.56,64,Small,386.56,44.37,137,45.36,6214.32,Wholesale,249,44.46,75.54
2280,Uttar Pradesh,722.43,12,Small,152.66,37.89,6,34.52,207.12,Wholesale,146,49.23,26.86
2281,Tamil Nadu,67.95,73,Large,344.29,62.25,3,66.53,199.59,Online,341,39.6,171.96
2282,Gujarat,786.39,69,Medium,664.07,80.49,224,79.08,17713.92,Online,440,79.0,174.18
2283,Telangana,380.68,93,Medium,656.71,30.12,480,30.26,14524.8,Wholesale,176,51.75,145.81
2284,Gujarat,41.71,74,Large,859.17,33.12,487,37.62,18320.94,Online,372,67.26,66.62
2285,Kerala,782.82,39,Small,145.07,77.18,84,80.76,6783.84,Wholesale,61,78.16,103.77
2286,Tamil Nadu,880.65,13,Small,339.9,30.57,224,33.09,7412.16,Wholesale,115,49.64,118.39
2287,Gujarat,631.78,36,Medium,495.39,23.29,65,23.62,1535.3,Online,430,57.18,115.59
2288,West Bengal,724.85,61,Small,186.26,18.01,52,14.94,776.88,Retail,134,15.37,62.23
2289,Maharashtra,845.35,52,Small,643.43,86.32,437,87.95,38434.15,Online,206,25.88,67.38
2290,Karnataka,350.87,11,Medium,432.39,29.68,157,29.95,4702.15,Wholesale,275,87.36,34.86
2291,Chandigarh,956.62,100,Medium,760.19,82.01,710,80.72,57311.2,Wholesale,50,31.44,94.86
2292,Rajasthan,439.03,44,Small,432.3,17.02,403,16.33,6580.99,Wholesale,29,84.19,172.21
2293,Jharkhand,635.72,85,Large,89.44,25.37,79,24.31,1920.49,Wholesale,10,96.18,20.12
2294,Chandigarh,451.45,73,Medium,442.01,50.38,435,54.26,23603.1,Retail,7,20.32,84.27
2295,Haryana,791.04,15,Medium,668.32,88.11,105,89.29,9375.45,Online,563,41.99,73.73
2296,Karnataka,419.37,38,Medium,166.24,22.53,62,20.59,1276.58,Retail,104,60.58,197.18
2297,Karnataka,790.82,73,Small,884.74,89.7,107,86.63,9269.41,Retail,777,45.72,128.46
2298,Bihar,907.86,23,Large,219.7,27.55,67,29.34,1965.78,Online,152,95.05,110.15
2299,Karnataka,386.51,82,Medium,544.97,15.37,509,11.51,5858.59,Retail,35,76.37,106.13
2300,Karnataka,597.71,36,Large,493.42,84.83,330,82.77,27314.1,Online,163,39.86,92.29
2301,Delhi,402.15,86,Large,433.13,61.44,413,59.56,24598.28,Wholesale,20,83.76,30.38
2302,Tamil Nadu,683.51,39,Medium,792.04,53.22,423,54.15,22905.45,Retail,369,21.84,146.23
2303,Maharashtra,831.6,54,Medium,228.65,58.93,224,54.54,12216.96,Retail,4,40.6,35.96
2304,Tamil Nadu,713.4,33,Medium,448.15,27.75,348,27.34,9514.32,Retail,100,75.04,110.45
2305,Gujarat,833.13,29,Large,741.27,87.54,49,85.17,4173.33,Wholesale,692,61.27,43.16
2306,Telangana,877.8,30,Medium,758.84,81.07,654,79.92,52267.68,Retail,104,13.09,45.74
2307,Bihar,297.02,52,Large,973.05,98.8,592,100.68,59602.56,Wholesale,381,76.99,56.7
2308,Tamil Nadu,912.71,88,Small,987.59,32.56,795,31.61,25129.95,Wholesale,192,38.28,92.47
2309,Madhya Pradesh,498.58,79,Medium,361.12,16.98,233,21.16,4930.28,Online,128,24.73,109.36
2310,Tamil Nadu,944.53,13,Small,304.49,37.8,244,37.3,9101.2,Online,60,39.03,80.54
2311,Bihar,58.59,15,Medium,371.28,81.89,267,81.56,21776.52,Wholesale,104,26.48,20.85
2312,Telangana,143.49,39,Medium,69.78,46.87,45,50.2,2259.0,Wholesale,24,88.23,34.27
2313,West Bengal,332.62,89,Medium,459.11,29.93,21,34.29,720.09,Wholesale,438,36.79,74.91
2314,Chandigarh,574.02,20,Medium,475.94,61.47,100,58.19,5819.0,Retail,375,27.3,198.96
2315,Madhya Pradesh,982.77,30,Small,630.73,39.24,8,34.81,278.48,Retail,622,15.45,161.53
2316,Uttar Pradesh,909.32,29,Medium,53.11,43.11,42,39.03,1639.26,Retail,11,92.94,129.36
2317,West Bengal,276.7,82,Medium,86.18,65.58,53,69.46,3681.38,Online,33,52.04,174.72
2318,Tamil Nadu,167.55,46,Small,266.74,84.47,218,87.33,19037.94,Retail,48,78.71,186.2
2319,West Bengal,85.86,29,Medium,279.54,12.35,201,12.08,2428.08,Retail,78,28.69,122.62
2320,Telangana,207.06,30,Large,885.61,15.88,194,18.5,3589.0,Online,691,32.76,70.74
2321,Delhi,895.82,15,Large,704.15,82.63,149,79.99,11918.51,Retail,555,70.09,79.74
2322,Chandigarh,721.98,82,Large,677.86,63.3,307,63.18,19396.26,Retail,370,96.26,159.89
2323,Delhi,39.07,34,Medium,474.05,12.67,220,8.46,1861.2,Wholesale,254,83.49,98.3
2324,Maharashtra,408.66,80,Large,995.82,93.96,718,94.62,67937.16,Online,277,39.83,190.19
2325,Uttar Pradesh,225.87,95,Medium,61.57,33.11,13,35.68,463.84,Wholesale,48,44.86,159.52
2326,Chandigarh,363.62,83,Medium,803.03,57.69,6,59.52,357.12,Wholesale,797,75.54,151.71
2327,Telangana,953.28,46,Medium,739.84,87.57,316,86.66,27384.56,Wholesale,423,22.71,170.85
2328,Delhi,299.81,88,Medium,55.99,89.19,29,92.23,2674.67,Wholesale,26,91.57,72.57
2329,Delhi,714.59,84,Medium,239.11,92.7,206,89.37,18410.22,Wholesale,33,95.05,59.75
2330,Delhi,399.85,37,Small,212.56,53.37,165,54.98,9071.7,Wholesale,47,53.6,101.92
2331,Bihar,614.12,46,Small,726.76,36.68,304,32.36,9837.44,Retail,422,59.57,156.3
2332,Gujarat,512.09,78,Small,372.37,99.25,80,96.49,7719.2,Wholesale,292,47.01,114.99
2333,Bihar,281.68,88,Small,82.33,70.7,2,67.49,134.98,Wholesale,80,34.84,106.78
2334,Maharashtra,80.94,93,Small,700.61,85.72,255,87.59,22335.45,Wholesale,445,94.79,166.99
2335,Delhi,128.82,56,Medium,810.39,83.36,282,82.9,23377.8,Wholesale,528,26.97,39.42
2336,Telangana,555.52,86,Large,763.13,45.74,136,44.69,6077.84,Online,627,41.87,90.91
2337,West Bengal,95.69,37,Medium,954.98,55.34,461,52.85,24363.85,Wholesale,493,92.39,176.94
2338,Rajasthan,904.98,79,Large,133.63,67.82,101,65.42,6607.42,Wholesale,32,20.68,150.01
2339,Rajasthan,721.16,94,Small,45.51,26.99,8,30.59,244.72,Retail,37,18.04,107.99
2340,Maharashtra,291.68,16,Small,819.81,45.23,7,40.39,282.73,Wholesale,812,63.26,62.05
2341,Telangana,399.4,38,Large,275.72,19.14,41,17.74,727.34,Online,234,97.28,127.07
2342,West Bengal,596.28,21,Small,369.94,93.37,145,91.51,13268.95,Wholesale,224,17.16,97.17
2343,Karnataka,708.9,67,Large,391.2,54.8,81,52.84,4280.04,Online,310,59.09,133.88
2344,Rajasthan,304.02,87,Large,240.66,87.46,239,86.95,20781.05,Retail,1,25.07,178.8
2345,Uttar Pradesh,758.87,94,Small,657.01,84.46,42,80.15,3366.3,Online,615,59.6,73.68
2346,Rajasthan,227.65,20,Medium,410.77,84.79,292,83.76,24457.92,Online,118,27.5,191.47
2347,Uttar Pradesh,679.15,82,Medium,514.72,56.53,173,56.79,9824.67,Online,341,53.01,187.95
2348,Telangana,984.43,95,Medium,564.08,79.42,427,77.21,32968.67,Retail,137,27.65,33.44
2349,Gujarat,883.55,92,Medium,992.52,31.8,120,33.42,4010.4,Online,872,96.63,82.54
2350,Telangana,874.77,48,Medium,417.65,32.16,166,31.02,5149.32,Retail,251,96.36,196.62
2351,Telangana,649.73,80,Medium,186.63,48.43,82,44.83,3676.06,Online,104,88.55,185.51
2352,Haryana,95.99,57,Large,804.16,15.14,792,12.64,10010.88,Wholesale,12,34.98,108.42
2353,Gujarat,100.78,39,Large,330.65,31.92,180,33.13,5963.4,Wholesale,150,45.63,41.63
2354,West Bengal,316.89,35,Large,561.73,73.83,473,75.0,35475.0,Retail,88,68.18,74.53
2355,Bihar,451.47,24,Large,376.54,60.5,287,64.42,18488.54,Online,89,97.93,192.93
2356,Karnataka,832.1,59,Medium,71.44,22.7,39,24.1,939.9,Online,32,94.95,109.13
2357,Gujarat,506.9,42,Small,297.88,11.34,282,12.71,3584.22,Retail,15,95.68,144.96
2358,Rajasthan,335.0,76,Large,630.64,98.99,29,100.41,2911.89,Wholesale,601,90.34,182.77
2359,Karnataka,610.54,90,Large,272.21,34.94,82,34.85,2857.7,Retail,190,75.57,161.14
2360,Chandigarh,633.47,35,Medium,832.92,88.75,359,85.71,30769.89,Online,473,63.3,184.13
2361,Jharkhand,20.48,37,Small,80.94,57.97,57,60.35,3439.95,Retail,23,55.1,48.65
2362,Maharashtra,24.58,77,Medium,322.23,38.23,86,42.22,3630.92,Wholesale,236,73.63,65.66
2363,Kerala,965.36,11,Small,380.1,84.9,235,80.97,19027.95,Wholesale,145,87.44,49.02
2364,Maharashtra,563.26,58,Medium,23.55,55.98,13,51.98,675.74,Online,10,97.64,102.02
2365,Haryana,931.46,73,Medium,872.21,75.31,175,71.53,12517.75,Retail,697,12.03,147.72
2366,Karnataka,936.12,92,Large,796.73,55.95,320,54.38,17401.6,Retail,476,90.68,89.23
2367,Kerala,281.43,13,Medium,365.14,68.96,274,65.32,17897.68,Wholesale,91,19.52,40.71
2368,Maharashtra,256.13,44,Small,205.77,34.46,14,30.15,422.1,Retail,191,11.67,36.18
2369,Karnataka,335.5,77,Medium,421.74,78.56,127,76.17,9673.59,Wholesale,294,97.59,105.83
2370,Uttar Pradesh,880.74,21,Small,844.47,95.38,188,90.64,17040.32,Retail,656,79.33,71.89
2371,Chandigarh,563.1,81,Small,278.58,93.01,109,94.07,10253.63,Retail,169,72.34,194.19
2372,Haryana,869.53,29,Medium,745.63,67.74,388,72.7,28207.6,Online,357,85.4,174.38
2373,Gujarat,424.88,36,Medium,369.61,52.94,27,52.21,1409.67,Online,342,59.25,136.68
2374,Chandigarh,150.27,34,Large,26.85,21.19,5,18.51,92.55,Retail,21,92.53,140.79
2375,Uttar Pradesh,627.78,86,Large,817.19,74.83,655,72.69,47611.95,Wholesale,162,92.7,180.48
2376,Chandigarh,654.19,91,Large,584.94,76.24,66,77.46,5112.36,Online,518,16.9,186.62
2377,Karnataka,568.48,19,Large,324.78,45.25,316,45.46,14365.36,Wholesale,8,18.53,144.57
2378,Rajasthan,943.81,47,Large,638.88,83.67,331,82.91,27443.21,Online,307,92.03,167.28
2379,Madhya Pradesh,353.38,36,Medium,526.99,24.09,219,19.62,4296.78,Online,307,19.13,65.27
2380,West Bengal,272.14,52,Medium,429.58,50.9,156,54.53,8506.68,Online,273,12.95,131.5
2381,Delhi,523.54,46,Small,883.7,14.31,250,17.28,4320.0,Wholesale,633,92.65,103.57
2382,Karnataka,680.4,71,Large,658.24,49.69,427,50.98,21768.46,Wholesale,231,70.52,66.65
2383,Kerala,406.07,31,Small,644.42,51.21,485,50.86,24667.1,Online,159,22.88,100.89
2384,Haryana,832.47,56,Medium,202.73,91.03,95,93.07,8841.65,Retail,107,21.96,98.8
2385,Delhi,797.53,52,Small,850.42,27.3,638,32.28,20594.64,Retail,212,32.34,78.57
2386,Rajasthan,325.06,23,Small,791.02,96.75,762,94.7,72161.4,Retail,29,12.29,184.83
2387,Delhi,643.13,49,Small,27.32,69.59,25,72.61,1815.25,Online,2,39.24,77.09
2388,West Bengal,93.88,93,Small,123.8,14.2,39,10.83,422.37,Online,84,45.41,156.87
2389,Jharkhand,535.21,58,Medium,347.23,63.29,153,63.02,9642.06,Retail,194,33.94,46.97
2390,Maharashtra,78.27,54,Medium,895.75,12.05,887,16.07,14254.09,Retail,8,95.0,153.48
2391,Maharashtra,594.49,12,Small,873.48,44.19,348,42.55,14807.4,Online,525,25.68,183.83
2392,Karnataka,248.47,20,Large,420.95,54.51,282,57.35,16172.7,Online,138,65.47,55.17
2393,Bihar,645.07,24,Medium,514.55,97.7,346,101.88,35250.48,Online,168,87.97,159.32
2394,Madhya Pradesh,830.93,27,Medium,550.92,59.29,410,55.44,22730.4,Retail,140,92.36,113.19
2395,Chandigarh,385.39,28,Large,549.47,54.32,135,58.65,7917.75,Retail,414,14.17,89.16
2396,Haryana,297.56,80,Small,100.3,92.57,71,94.3,6695.3,Wholesale,29,87.09,161.9
2397,Maharashtra,141.46,69,Large,253.04,79.63,71,83.67,5940.57,Retail,182,13.56,86.82
2398,Haryana,643.98,23,Large,783.34,17.6,524,13.42,7032.08,Retail,259,65.31,40.84
2399,Maharashtra,799.25,51,Large,561.7,19.39,82,19.72,1617.04,Online,479,35.42,112.88
2400,Delhi,276.54,95,Medium,356.3,23.13,288,22.35,6436.8,Wholesale,68,21.86,64.64
2401,Telangana,850.69,72,Large,408.26,91.1,310,93.69,29043.9,Wholesale,98,73.92,41.68
2402,Rajasthan,594.11,100,Medium,728.07,81.51,33,86.32,2848.56,Online,695,61.69,83.64
2403,Bihar,766.94,77,Small,164.0,12.21,118,11.32,1335.76,Retail,46,36.4,75.92
2404,Uttar Pradesh,859.97,58,Medium,208.75,34.29,60,35.13,2107.8,Retail,148,90.14,58.2
2405,Haryana,498.79,61,Small,556.3,71.47,299,75.52,22580.48,Retail,257,28.37,133.87
2406,Uttar Pradesh,412.03,86,Large,985.85,50.2,326,51.0,16626.0,Online,659,95.57,164.36
2407,Uttar Pradesh,738.12,64,Medium,877.76,19.96,618,19.96,12335.28,Online,259,83.81,55.1
2408,Delhi,365.57,83,Large,782.49,86.9,689,91.15,62802.35,Wholesale,93,70.51,70.52
2409,Haryana,630.08,22,Large,522.19,12.37,214,12.28,2627.92,Online,308,73.41,60.25
2410,Haryana,161.84,71,Large,121.03,31.5,18,30.09,541.62,Wholesale,103,62.2,123.1
2411,Delhi,142.93,70,Small,323.86,27.33,8,25.65,205.2,Online,315,13.84,191.62
2412,Madhya Pradesh,740.24,48,Medium,656.46,81.77,146,82.19,11999.74,Retail,510,93.93,99.04
2413,Haryana,407.17,91,Large,565.4,13.99,556,14.29,7945.24,Retail,9,64.3,20.19
2414,Uttar Pradesh,452.03,25,Medium,220.21,63.67,218,65.75,14333.5,Retail,2,74.74,131.05
2415,Jharkhand,849.0,51,Large,724.27,98.37,489,99.61,48709.29,Retail,235,48.95,64.87
2416,Maharashtra,56.22,12,Large,768.94,29.29,748,26.97,20173.56,Wholesale,20,18.22,192.37
2417,Chandigarh,177.04,38,Large,2.11,20.15,1,17.46,17.46,Online,1,74.34,190.93
2418,Delhi,871.13,82,Medium,923.24,37.15,414,37.79,15645.06,Wholesale,509,87.71,89.75
2419,West Bengal,525.68,37,Small,88.04,47.77,22,51.79,1139.38,Retail,66,95.15,37.84
2420,Chandigarh,415.37,97,Large,680.44,36.63,566,40.37,22849.42,Online,114,83.1,150.93
2421,Uttar Pradesh,14.45,12,Small,513.86,83.47,160,87.4,13984.0,Online,353,50.4,103.86
2422,Telangana,30.27,82,Medium,566.41,99.78,110,101.1,11121.0,Retail,456,77.08,158.2
2423,Bihar,31.57,60,Large,731.94,19.22,309,17.96,5549.64,Retail,422,50.93,50.83
2424,Gujarat,283.12,19,Large,950.92,90.18,642,93.13,59789.46,Online,308,94.08,155.1
2425,Rajasthan,774.85,26,Medium,143.87,94.51,59,96.85,5714.15,Retail,84,24.46,136.61
2426,Telangana,910.52,67,Large,591.13,96.59,413,93.64,38673.32,Online,178,65.7,107.77
2427,Uttar Pradesh,166.18,93,Medium,335.83,13.99,156,17.74,2767.44,Wholesale,179,64.36,51.87
